"","c.Inf..33.8716306708252..33.7665809148426..33.6841572569265.."
"775",22.7760899511257
"776",22.7722279717018
"777",22.7646334840107
"778",22.7638813455443
"779",22.7581380244286
"780",22.746773369305
"781",22.7434691114225
"782",22.7418556970172
"783",22.7416778969774
"784",22.7326292824591
"785",22.7314615734367
"786",22.7314374160031
"787",22.7294075089905
"788",22.7267934172546
"789",22.7255274731589
"790",22.7242481990808
"791",22.7240326419778
"792",22.7238833529052
"793",22.7163928722829
"794",22.7091514488434
"795",22.7010844606024
"796",22.69944190399
"797",22.6956712508816
"798",22.687513079157
"799",22.6841172630851
"800",22.6821483424647
"801",22.6811505735734
"802",22.6783271060542
"803",22.6773562334848
"804",22.6692186598339
"805",22.6689027225945
"806",22.6572539299406
"807",22.6548527261131
"808",22.6525772761229
"809",22.6477501710902
"810",22.6441447036988
"811",22.6386344587772
"812",22.6332791827848
"813",22.6303137015028
"814",22.6263533019899
"815",22.6204706866419
"816",22.6148243211282
"817",22.6146737352663
"818",22.6121138999128
"819",22.6078431707874
"820",22.6066355227819
"821",22.6052705549771
"822",22.6037274971774
"823",22.5978790525769
"824",22.5965188269714
"825",22.591896939718
"826",22.5910429311907
"827",22.5871216236012
"828",22.5798882223097
"829",22.5790177650049
"830",22.5785380669172
"831",22.5769065727598
"832",22.5767348427042
"833",22.573139791238
"834",22.5727424069702
"835",22.5720982735274
"836",22.5714000810355
"837",22.5713023538414
"838",22.569908179918
"839",22.5691410307287
"840",22.5564376687641
"841",22.5463484002539
"842",22.54633801209
"843",22.5386468688676
"844",22.5331617516279
"845",22.5217187410649
"846",22.5201739018704
"847",22.5133675528732
"848",22.5124298936556
"849",22.5094745478995
"850",22.5087091683598
"851",22.505467908316
"852",22.4967600429159
"853",22.495954709845
"854",22.493965116914
"855",22.4916259413036
"856",22.487354714188
"857",22.4798101893465
"858",22.47656009767
"859",22.4761152632317
"860",22.4751436125995
"861",22.4744498868398
"862",22.4690035973451
"863",22.4569640804585
"864",22.4564630872665
"865",22.4554116332955
"866",22.4477118923202
"867",22.4475828522721
"868",22.4363250010267
"869",22.4359067080852
"870",22.4203816997779
"871",22.416452169797
"872",22.4123061480195
"873",22.4084592020289
"874",22.4013548442569
"875",22.3985779283284
"876",22.3910422918213
"877",22.3898537210329
"878",22.3898378786951
"879",22.3861780028922
"880",22.3763756021188
"881",22.3660871267198
"882",22.3657923295484
"883",22.3473238545705
"884",22.3410211256627
"885",22.3384530878019
"886",22.3379587075757
"887",22.3330991583276
"888",22.3278729605029
"889",22.3249854935075
"890",22.3198389538487
"891",22.3162962336751
"892",22.3142019028416
"893",22.3132396240114
"894",22.313028151062
"895",22.298565544944
"896",22.2944018440944
"897",22.2904457443979
"898",22.2883055488676
"899",22.284259904166
"900",22.2834885164735
"901",22.280174626759
"902",22.2778222190341
"903",22.2743676315417
"904",22.268279736601
"905",22.2670565624025
"906",22.2615953492471
"907",22.2531662934513
"908",22.2514553637233
"909",22.2467949208055
"910",22.2389810954084
"911",22.2329436098554
"912",22.2325144520636
"913",22.2289454402226
"914",22.2281022449842
"915",22.2278770165398
"916",22.2248936040532
"917",22.216990374776
"918",22.2072493609693
"919",22.2050657062173
"920",22.2017056350195
"921",22.1948779381994
"922",22.1914216376753
"923",22.1908981834792
"924",22.1821620725825
"925",22.1801293586508
"926",22.164905527446
"927",22.1635561715122
"928",22.1629410785537
"929",22.1565845148001
"930",22.1442214005395
"931",22.1438378408314
"932",22.1434961154929
"933",22.1330862603093
"934",22.1261284994878
"935",22.1249479551871
"936",22.1222194910063
"937",22.118638116802
"938",22.1172903361361
"939",22.112784315971
"940",22.1124994606651
"941",22.1045481571975
"942",22.0965651027929
"943",22.0936514868519
"944",22.0929654083429
"945",22.0913031130158
"946",22.0873162852376
"947",22.087035450614
"948",22.081952810833
"949",22.0817121044155
"950",22.0799721950854
"951",22.079852400093
"952",22.0728407157908
"953",22.0620126507063
"954",22.061645673095
"955",22.0549977099567
"956",22.0538605341406
"957",22.0532313610685
"958",22.0498514126541
"959",22.0488032477796
"960",22.0482366612762
"961",22.0461733799923
"962",22.04583607723
"963",22.0396980590998
"964",22.0319401579933
"965",22.0235321843086
"966",22.0182300711858
"967",22.0108241215364
"968",21.9991212706867
"969",21.9944410544293
"970",21.9926773414804
"971",21.9861222859157
"972",21.979067290852
"973",21.9781289910729
"974",21.9759838670318
"975",21.9716690209892
"976",21.9662764909754
"977",21.9661945575304
"978",21.9658782205399
"979",21.964302514331
"980",21.9639817441246
"981",21.9588482682924
"982",21.9460489747746
"983",21.9437741790259
"984",21.9437284595567
"985",21.9369952317674
"986",21.9293217789758
"987",21.9206113767978
"988",21.9186950666999
"989",21.9177678099075
"990",21.9150203408046
"991",21.9112337499287
"992",21.9107347148764
"993",21.9098214166192
"994",21.9090741342585
"995",21.9070809587242
"996",21.9051484119803
"997",21.9050032135723
"998",21.8992535069748
"999",21.8940970783292
"1000",21.8898900295111
"1001",21.8885854193602
"1002",21.8868395085694
"1003",21.8766193993275
"1004",21.8739060003837
"1005",21.8733774005508
"1006",21.8718701209202
"1007",21.8712304481469
"1008",21.8700300467075
"1009",21.8676373882909
"1010",21.8669574900043
"1011",21.8560953089899
"1012",21.8535952447774
"1013",21.8465783969336
"1014",21.8429061104256
"1015",21.8427103796137
"1016",21.8402375002258
"1017",21.8354754130075
"1018",21.8263214956175
"1019",21.8261898511045
"1020",21.8260989507769
"1021",21.8252346659438
"1022",21.8174465715063
"1023",21.8145881374095
"1024",21.8088238065683
"1025",21.7989716095028
"1026",21.7925800719197
"1027",21.7775117751767
"1028",21.7722813159736
"1029",21.770783784262
"1030",21.7650954829128
"1031",21.7630319081769
"1032",21.7614233246067
"1033",21.7598961819514
"1034",21.7523498379707
"1035",21.7518471936403
"1036",21.7467670902481
"1037",21.7460180145049
"1038",21.7400375067903
"1039",21.7373209944562
"1040",21.7346772751095
"1041",21.7153434138039
"1042",21.7076956646924
"1043",21.6992990899647
"1044",21.6891426859853
"1045",21.6811024637586
"1046",21.6794962211143
"1047",21.6785281551902
"1048",21.6761156586975
"1049",21.6727242556177
"1050",21.6722705599554
"1051",21.6716905204006
"1052",21.6652719843138
"1053",21.6621472878614
"1054",21.6551713405258
"1055",21.6521067785001
"1056",21.6509049779669
"1057",21.6453629659657
"1058",21.6374553280438
"1059",21.6345215412484
"1060",21.6307121818195
"1061",21.6288795274413
"1062",21.6287118807159
"1063",21.625884632818
"1064",21.6247877682793
"1065",21.6226964484527
"1066",21.6206150180336
"1067",21.6128764819464
"1068",21.6005555602207
"1069",21.598090985578
"1070",21.5925989691957
"1071",21.5921637728505
"1072",21.5894119881514
"1073",21.5787453755046
"1074",21.5606891648762
"1075",21.5542434853237
"1076",21.5519254207664
"1077",21.5506638134428
"1078",21.5461902861762
"1079",21.5459234173413
"1080",21.5413820834121
"1081",21.5366231723523
"1082",21.5365194795043
"1083",21.525383954091
"1084",21.5241254250286
"1085",21.5115435621257
"1086",21.5034364858557
"1087",21.5003599143551
"1088",21.5002463878628
"1089",21.495686312257
"1090",21.4945087093205
"1091",21.4934160738812
"1092",21.4819340678374
"1093",21.4766936856539
"1094",21.4750558898082
"1095",21.4710016105485
"1096",21.470667386029
"1097",21.458713201204
"1098",21.4468466289122
"1099",21.4440412562272
"1100",21.4406098097617
"1101",21.4390051630432
"1102",21.4372118271815
"1103",21.4331505216867
"1104",21.4331123595744
"1105",21.4320768456728
"1106",21.4305626178299
"1107",21.4230744488621
"1108",21.420315096431
"1109",21.4175607703816
"1110",21.4125615659203
"1111",21.4106217325504
"1112",21.4067506725739
"1113",21.4038070988045
"1114",21.4005205736973
"1115",21.3956220299843
"1116",21.3884398941732
"1117",21.3866938665652
"1118",21.3844619978268
"1119",21.382321298516
"1120",21.3808833945277
"1121",21.3769870777311
"1122",21.3763747747088
"1123",21.3739819271997
"1124",21.3679368601262
"1125",21.3655159251316
"1126",21.3518394088825
"1127",21.3508967577041
"1128",21.347815961106
"1129",21.3458234203583
"1130",21.3425256630546
"1131",21.342306388104
"1132",21.3393380723601
"1133",21.3391283850813
"1134",21.329559261696
"1135",21.3207207235053
"1136",21.3199670313232
"1137",21.3184156355034
"1138",21.3144379536309
"1139",21.3128143491433
"1140",21.3105609271496
"1141",21.2937094682065
"1142",21.2922268393115
"1143",21.2810758164617
"1144",21.2764775792003
"1145",21.2646824482489
"1146",21.2620729511647
"1147",21.2601827409296
"1148",21.2601559118064
"1149",21.2592883217581
"1150",21.2566433469918
"1151",21.2513550302005
"1152",21.2438375251349
"1153",21.2431163895323
"1154",21.2398934140821
"1155",21.2391571925188
"1156",21.2366683693314
"1157",21.2348320721219
"1158",21.2322267192896
"1159",21.2264933397419
"1160",21.2193078110833
"1161",21.2144281452759
"1162",21.2045646222201
"1163",21.2033204580525
"1164",21.2001506365508
"1165",21.1939378469011
"1166",21.1846092809833
"1167",21.1719416349365
"1168",21.1665028347289
"1169",21.1624358764538
"1170",21.1573217556265
"1171",21.1563351890023
"1172",21.1525737752242
"1173",21.1481783585887
"1174",21.1418828730165
"1175",21.1408993087213
"1176",21.1385069271717
"1177",21.1382211932971
"1178",21.137024108709
"1179",21.1310858831648
"1180",21.1231212305062
"1181",21.1124086718115
"1182",21.1054423377986
"1183",21.1042483904127
"1184",21.0921853137478
"1185",21.0855477549514
"1186",21.0828653668075
"1187",21.081921771347
"1188",21.0807448694081
"1189",21.0802379345102
"1190",21.0755313014018
"1191",21.0743414590328
"1192",21.0726123705193
"1193",21.0720385738986
"1194",21.0696738390363
"1195",21.0684403640433
"1196",21.0581037794342
"1197",21.0567304269049
"1198",21.0529430937902
"1199",21.0438532520013
"1200",21.0396959839564
"1201",21.0366522334273
"1202",21.0353181917678
"1203",21.0334812362892
"1204",21.033014336515
"1205",21.032530448106
"1206",21.0310609449057
"1207",21.0303458292689
"1208",21.0302024224727
"1209",21.021822334695
"1210",21.0167253144454
"1211",21.0121438560338
"1212",21.0061244958017
"1213",20.9984517578573
"1214",20.99808137852
"1215",20.994479977734
"1216",20.9893474803073
"1217",20.9892427007437
"1218",20.9771263597806
"1219",20.976984485576
"1220",20.9749176281799
"1221",20.9730138763926
"1222",20.9696935603631
"1223",20.9670186942275
"1224",20.9647708238548
"1225",20.9614951229427
"1226",20.9609737319299
"1227",20.9573068152225
"1228",20.9503383142168
"1229",20.9266529975529
"1230",20.9246844093926
"1231",20.9221004780539
"1232",20.9211251841271
"1233",20.91842078024
"1234",20.907720972015
"1235",20.9023074631517
"1236",20.8912951178552
"1237",20.8896430064903
"1238",20.8824299181664
"1239",20.8798493397922
"1240",20.8710450381806
"1241",20.8689249159313
"1242",20.8655214321763
"1243",20.8515292292485
"1244",20.8452872336964
"1245",20.8404232627024
"1246",20.8334338596501
"1247",20.830715503332
"1248",20.8195730503784
"1249",20.8190571466506
