"","dist_ax","esr_dist_ax","luc_dist_ax","PHF_dist_ax","PhC_dist_ax","algorithm","thd","dist_tot"
"1",0.378368219512796,0.469180524884584,0.333565612030077,0.463959070787785,0.291489529861139,"Z2_2000_0.02",2.89499961394424,0.387312591415276
"2",0.380512118592896,0.468419869450268,0.337676620347118,0.471625190704639,0.294548622968428,"Z2_3000_0.02",1.76704138977899,0.39055648441267
"3",0.391172477525781,0.481304151242856,0.345195048605558,0.485943143476787,0.314867738522378,"Z2_3500_0.02",1.04742936463208,0.403696511874672
"4",0.390528691557736,0.480996698560821,0.342889882037674,0.48923767091421,0.312060830714652,"Z2_4000_0.02",0.913411063022725,0.403142754757019
"5",0.389368563226067,0.480315195405335,0.340993706250267,0.479683084022646,0.317903990104007,"Z2_4500_0.02",0.676518927494837,0.401652907801665
"6",0.378893222394329,0.460853635401343,0.335212678720698,0.466974923135312,0.309718691897066,"Z2_2000_0.05",3.23479771056204,0.39033063030975
"7",0.374956382486681,0.452926807228888,0.331134360797394,0.468891815018066,0.306524547849777,"Z2_3000_0.05",2.22468607016445,0.386886782676161
"8",0.375911556414803,0.456760022751078,0.327483687584385,0.469130140574151,0.31093092384632,"Z2_3500_0.05",1.79087764593783,0.388043266234147
"9",0.375624908720514,0.453858077984222,0.32811155086961,0.471963471375806,0.315368298468008,"Z2_4000_0.05",1.38839908900027,0.388985261483632
"10",0.390143934491377,0.467946750689156,0.347445861046774,0.482935877103609,0.337939154546002,"Z2_4500_0.05",0.730582921048284,0.405282315575384
"11",0.379738888769387,0.458469730676653,0.341321613818202,0.460990152224793,0.314783142547831,"Z2_2000_0.1",3.52850682557497,0.391060705607373
"12",0.374550405803014,0.447421836064433,0.329978357410167,0.473691835947465,0.314226510629704,"Z2_3000_0.1",2.57727672753696,0.387973789170957
"13",0.37803730535966,0.45267289819845,0.332049168028143,0.473939797103804,0.322775263628303,"Z2_3500_0.1",1.99828945412812,0.391894886463672
"14",0.371316291163846,0.445868170269405,0.321790189555236,0.472075027999499,0.315483942132754,"Z2_4000_0.1",1.81104574253084,0.385306724224148
"15",0.390565028475874,0.458326762575622,0.352149971738816,0.479852911617725,0.354678622015768,"Z2_4500_0.1",0.726743716026382,0.407114659284761
