TPR,TNR,FPR,FNR,d_ax,dist_ax,esr_TPR,esr_TNR,esr_FPR,esr_FNR,esr_d_ax,esr_dist_ax,luc_TPR,luc_TNR,luc_FPR,luc_FNR,luc_d_ax,luc_dist_ax,PHF_TPR,PHF_TNR,PHF_FPR,PHF_FNR,PHF_d_ax,PHF_dist_ax,PhC_TPR,PhC_TNR,PhC_FPR,PhC_FNR,PhC_d_ax,PhC_dist_ax,algprop,thd,alg
0.6198454901173874,0.9152479774885685,0.08475202251143159,0.3801545098826126,0.3522987563144095,0.37836821951279553,0.7543340380549682,0.909187423438138,0.09081257656186198,0.2456659619450317,0.42257330730841514,0.4691805248845841,0.5858789098225718,0.8858541026516444,0.11414589734835552,0.4141210901774282,0.3500124035854637,0.33356561203007656,0.7161234991423671,0.9400137111517367,0.05998628884826326,0.28387650085763294,0.3880548939953152,0.4639590707877846,0.4228174603174603,0.9894109861019192,0.010589013898080741,0.5771825396825396,0.21670323710777054,0.2914895298611387,2000_0.02,2.89499961394424,Z2
0.6353466439249523,0.9027787548364404,0.09722124516355962,0.3646533560750477,0.36628394454425595,0.38051211859289574,0.7670190274841437,0.8954267047774602,0.10457329522253982,0.23298097251585623,0.43579616135334176,0.4684198694502682,0.6056338028169014,0.8719130533743029,0.12808694662569706,0.39436619718309857,0.36686037472129923,0.3376766203471176,0.7354202401372213,0.9315585009140768,0.06844149908592322,0.2645797598627787,0.40193086961157226,0.47162519070463915,0.4359126984126984,0.9806419589675711,0.019358041032428854,0.5640873015873016,0.22763536972256362,0.29454862296842754,3000_0.02,1.76704138977899,Z2
0.6784388481990569,0.8747625747449876,0.1252374252550123,0.32156115180094313,0.4018381367270346,0.39117247752578127,0.8188865398167724,0.8617803184973458,0.13821968150265415,0.18111346018322763,0.4785531106597133,0.4813041512428559,0.6541064569233583,0.8340730624786616,0.16592693752133833,0.34589354307664166,0.41001669722234835,0.3451950486055581,0.766295025728988,0.9209323583180987,0.07906764168190128,0.233704974271012,0.42268133370544464,0.4859431434767868,0.466468253968254,0.9788219722038385,0.021178027796161483,0.533531746031746,0.24382314088220772,0.31486773852237804,3500_0.02,1.04742936463208,Z2
0.6759807364302197,0.8763102356665494,0.12368976433345058,0.3240192635697803,0.39983525038183515,0.3905286915577358,0.8149400986610289,0.8652919559003674,0.1347080440996325,0.1850599013389711,0.47482407138033067,0.480996698560821,0.6504481434058899,0.8344713781723,0.1655286218277,0.3495518565941101,0.40798838261679493,0.3428898820376744,0.7701543739279588,0.9217321755027422,0.07826782449725778,0.22984562607204118,0.4242110992126083,0.4892376709142101,0.464484126984127,0.9768365320979484,0.02316346790205162,0.535515873015873,0.2438237974430893,0.312060830714652,4000_0.02,0.913411063022725,Z2
0.6866158322464132,0.8640344706296166,0.1359655293703834,0.31338416775358685,0.4112906808083983,0.389368563226067,0.8269203664552501,0.8523478971008575,0.14765210289914252,0.1730796335447498,0.48728623467719634,0.4803151954053346,0.6614230839582952,0.8208148401047001,0.17918515989529987,0.33857691604170476,0.42030412192679756,0.34099370625026737,0.7688679245283019,0.9095063985374772,0.09049360146252285,0.23113207547169812,0.42968076299541236,0.47968308402264614,0.4783730158730159,0.971211118464593,0.028788881535407016,0.5216269841269842,0.25358094870421144,0.317903990104007,4500_0.02,0.676518927494837,Z2
0.6430005017561465,0.8928354320451585,0.10716456795484151,0.35699949824385346,0.37508253485549403,0.3788932223943287,0.7703416696019725,0.881403791851553,0.11859620814844696,0.22965833039802747,0.4444689388752097,0.4608536354013435,0.613345521023766,0.8607167955024596,0.13928320449754042,0.386654478976234,0.3763143627606532,0.33521267872069765,0.7349785407725322,0.9254237288135593,0.07457627118644068,0.26502145922746784,0.40477740597948647,0.4669749231353118,0.45305514157973176,0.9849532330215535,0.015046766978446523,0.5469448584202683,0.23405095427908915,0.30971869189706636,2000_0.05,3.23479771056204,Z2
0.6342197691921726,0.896048632218845,0.10395136778115502,0.3657802308078274,0.3690855684866638,0.37495638248668073,0.7537865445579429,0.8867486889874949,0.11325131101250505,0.24621345544205706,0.433518927785224,0.45292680722888806,0.6042047531992687,0.8640899508081518,0.1359100491918482,0.39579524680073125,0.37005740119555847,0.3311343607973941,0.7371244635193133,0.9259887005649717,0.07401129943502825,0.2628755364806867,0.40556788147717077,0.4688918150180657,0.4505712866368604,0.9829198861325742,0.01708011386742578,0.5494287133631396,0.2338257002521431,0.3065245478497765,3000_0.05,2.22468607016445,Z2
0.6419969894631209,0.889622231871472,0.11037776812852801,0.35800301053687905,0.3761873787958244,0.3759115564148027,0.7657625924621345,0.8801936264622832,0.11980637353771682,0.23423740753786546,0.4427844829999257,0.4567600227510778,0.6083180987202925,0.8548137737174982,0.14518622628250175,0.3916819012797075,0.37675216250139715,0.32748368758438495,0.7414163090128756,0.9220338983050848,0.07796610169491526,0.25858369098712447,0.4096912053538954,0.4691301405741506,0.4580228514654744,0.9816998779991867,0.018300122000813338,0.5419771485345256,0.23816148673314386,0.31093092384631954,3500_0.05,1.79087764593783,Z2
0.6536628198695434,0.8775510204081632,0.12244897959183673,0.3463371801304566,0.3880558997306901,0.37562490872051396,0.7752729834448749,0.8665792658329972,0.1334207341670028,0.22472701655512503,0.4543468588059389,0.4538580779842217,0.6252285191956124,0.8387912860154603,0.1612087139845397,0.37477148080438755,0.39321861659007606,0.32811155086961036,0.7510729613733905,0.9163841807909604,0.08361581920903954,0.24892703862660945,0.41734439029121506,0.4719634713758061,0.46795827123695977,0.978039853599024,0.021960146400976006,0.5320417287630402,0.24495920881896788,0.31536829846800846,4000_0.05,1.38839908900027,Z2
0.71588058203713,0.8358662613981763,0.1641337386018237,0.28411941796287005,0.44000716031947684,0.39014393449137746,0.8450158506516379,0.8167607906413876,0.18323920935861235,0.1549841493483621,0.5141275300051251,0.4679467506891557,0.6988117001828154,0.7925509486999297,0.20744905130007027,0.30118829981718465,0.4531303757414428,0.3474458610467736,0.7939914163090128,0.8889830508474577,0.11101694915254237,0.20600858369098712,0.4525041827307776,0.48293587710360925,0.5161450571286637,0.96177307848719,0.03822692151281008,0.4838549428713363,0.27718598932073685,0.3379391545460021,4500_0.05,0.730582921048284,Z2
